"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS013096","Brimfield","Hampden County","MA","Brimfield Police Department","Police","The Brimfield Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013097","Wales","Hampden County","MA","Wales Police Department","Police","The Wales Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013098","Belmont","Middlesex County","MA","Belmont Police Department","Police","The Belmont Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013099","Phillipston","Worcester County","MA","Phillipston Police Department","Police","The Phillipston Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013100","Fitchburg","Worcester County","MA","Fitchburg Police Department","Police","The Fitchburg Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013101","Chatham","Barnstable County","MA","Chatham Police Department","Police","The Chatham Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013102","Sherborn","Middlesex County","MA","Sherborn Police Department","Police","The Sherborn Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013103","Boylston","Worcester County","MA","Boylston Police Department","Police","The Boylston Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013104","Boston","Suffolk County","MA","Boston Police Department","Police","The Boston Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013105","Hudson","Middlesex County","MA","Hudson Police Department","Police","The Hudson Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013106","Walpole","Norfolk County","MA","Walpole Police Department","Police","The Walpole Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013107","Dracut","Middlesex County","MA","Dracut Police Department","Police","The Dracut Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013108","Bedford","Middlesex County","MA","Bedford Police Department","Police","The Bedford Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013109","Attleboro","Bristol County","MA","Attleboro Police Department","Police","The Attleboro Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013110","Dudley","Worcester County","MA","Dudley Police Department","Police","The Dudley Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013111","Ipswich","Essex County","MA","Ipswich Police Department","Police","The Ipswich Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013112","Brookline","Norfolk County","MA","Brookline Police Department","Police","The Brookline Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013113","Framingham","Middlesex County","MA","Massachusetts State Police","Police","The Massachusetts State Police has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013114","South Dartmouth","Bristol County","MA","Dartmouth Police Department","Police","The Dartmouth Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013115","Reading","Middlesex County","MA","Reading Police Department","Police","The Reading Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013116","Rockland","Plymouth County","MA","Rockland Police Department","Police","The Rockland Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013117","Northfield","Franklin County","MA","Northfield Police Department","Police","The Northfield Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013118","Sandisfield","Berkshire County","MA","Sandisfield Police Department","Police","The Sandisfield Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013119","West Stockbridge","Berkshire County","MA","West Stockbridge Police Department","Police","The West Stockbridge Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013120","Charlemont","Franklin County","MA","Charlemont Police Department","Police","The Charlemont Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013121","Colrain","Franklin County","MA","Colrain Police Department","Police","The Colrain Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013122","Heath","Franklin County","MA","Heath Police Department","Police","The Heath Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013123","Conway","Franklin County","MA","Conway Police Department","Police","The Conway Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013124","Whately","Franklin County","MA","Whately Police Department","Police","The Whately Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013125","South Deerfield","Franklin County","MA","Deerfield Police Department","Police","The Deerfield Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013126","Dighton","Bristol County","MA","Dighton Police Department","Police","The Dighton Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013127","Mendon","Worcester County","MA","Mendon Police Department","Police","The Mendon Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013128","West Boylston","Worcester County","MA","West Boylston Police Department","Police","The West Boylston Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013129","Holyoke","Hampden County","MA","Holyoke Police Department","Police","The Holyoke Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013130","Worcester","Worcester County","MA","Worcester Police Department","Police","The Worcester Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013133","Hancock","Berkshire County","MA","Hancock Police Department","Police","The Hancock Police Department has access to SoundThinking's CrimeTracer (formerly Coplink X) investigative platform through a statewide contract announced in December 2022.","Municipal","Third-party Investigative Platforms","SoundThinking","https://www.globenewswire.com/news-release/2022/12/06/2568778/0/en/ShotSpotter-Selected-by-Commonwealth-of-Massachusetts-for-Statewide-Deployment-of-Coplink-X.html","","ShotSpotter","","12/06/2022","https://www.mass.gov/info-details/overview-of-the-department-of-state-polices-commonwealth-fusion-center","","Office of the State Auditor","","1/18/19","","","","","",""
"AOS013134","Miami Beach","Miami-Dade County","FL","Miami Beach Police Department","Police","The Miami Beach Police Department is the lead contract agency in Florida for the LexisNexis Accurint Virtual Crime Center; other agencies purchase access to AVCC through Miami Beach.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","https://www.documentcloud.org/documents/24444164-fort-meyers-accurint","","City of Palms","","9/21/2020","","","","","",""
"AOS013135","Boca Raton","Palm Beach County","FL","Boca Raton Police Department","Police","The Boca Raton Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013136","Boynton Beach","Palm Beach County","FL","Boynton Beach Police Department","Police","The Boynton Beach Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013138","Clearwater","Pinellas County","FL","Clearwater Police Department","Police","The Clearwater Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013139","Coral Springs","Broward County","FL","Coral Springs Police Department","Police","The Coral Springs Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013140","Davie","Broward County","FL","Davie Police Department","Police","The Davie Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013141","Fort Lauderdale","Broward County","FL","Fort Lauderdale Police Department","Police","The Fort Lauderdale Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013142","Fort Myers","Lee County","FL","Fort Myers Police Department","Police","The Fort Myers Police Department has access to the LexisNexis Accurint Virtual Crime Center investigative platform via a statewide contract managed by the Miami Beach Police Department.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","https://www.documentcloud.org/documents/24444164-fort-meyers-accurint","","Fort Myers City Council","","9/21/2020","https://www.documentcloud.org/documents/24444186-fdle_interagency_agreement_-_lexisnexis_-_accurint_virtual_crime_center_-_lca_and_ca__2019__-_fmpd","","Fort Myers City Council","","9/21/2020",""
"AOS013143","Hallandale Beach","Broward County","FL","Hallandale Beach Police Department","Police","The Hallandale Beach Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013144","Hialeah","Miami-Dade County","FL","Hialeah Police Department","Police","The Hialeah Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013145","Jupiter","Palm Beach County","FL","Jupiter Police Department","Police","The Jupiter Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013146","Kissimmee","Osceola County","FL","Kissimmee Police Department","Police","The Kissimmee Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013147","Miami Gardens","Miami-Dade County","FL","Miami Gardens Police Department","Police","The Miami Gardens Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013148","Miramar","Broward County","FL","Miramar Police Department","Police","The Miramar Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013149","New Port Richey","Pasco County","FL","New Port Richey Police Department","Police","The New Port Richey Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013150","North Palm Beach","Palm Beach County","FL","North Palm Beach Police Department","Police","The North Palm Beach Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013151","Orange Park","Clay County","FL","Orange Park Police Department","Police","The Orange Park Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
